Temp,Humd,Label
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,32.0,1.0
23.0,31.0,1.0
23.0,32.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
23.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,31.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,30.0,1.0
22.0,33.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,35.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,37.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,36.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,35.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,35.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,34.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,33.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
22.0,32.0,1.0
83.32142997428247,75.39113183636847,0.0
7.4890378547048275,7.591172133966428,0.0
162.6101006413621,22.10903066526858,0.0
141.23717920220656,51.85635063931139,0.0
171.9405651283875,26.137774497781997,0.0
165.8952296588186,40.99175935865343,0.0
161.45996720082775,53.34329357506654,0.0
1.3113418447217695,32.563311802038676,0.0
176.99613180531463,92.54356928407726,0.0
65.38725909371944,51.22137589437583,0.0
131.67536181711978,93.00130296466487,0.0
149.30670110811076,0.07025752036919908,0.0
97.89965246278196,23.909231797382013,0.0
160.93424996245113,38.94875278419628,0.0
181.08245481637704,52.676271032759004,0.0
191.86426748428892,38.30092336421173,0.0
94.50041832137836,60.57930033660441,0.0
124.70374909447482,1.853180980368807,0.0
101.29262549471305,64.9128719702203,0.0
1.9090457562843888,40.5107006018491,0.0
96.05866851058853,40.20980884217165,0.0
110.17832185288098,83.6014483806372,0.0
31.131084942959376,7.169560799173014,0.0
179.27667303848253,88.38836970147295,0.0
100.65901980416247,32.66218911762881,0.0
78.97898676169413,61.10536073156179,0.0
189.61695713754042,41.063658420690864,0.0
27.03799896011794,99.14666325578989,0.0
81.77471808741849,45.45564391898815,0.0
76.33527383301137,66.28721370990718,0.0
104.86598102523384,82.52959704982591,0.0
130.35372053709744,14.300951988577326,0.0
38.52643553027659,88.20771590583371,0.0
21.262516462634018,31.007344601379195,0.0
142.15694784625705,47.93481362257498,0.0
30.74343376162072,54.522724653908014,0.0
139.797923701959,30.933150762748763,0.0
127.14643171691465,9.684605961279303,0.0
8.717620370127598,85.54941209571541,0.0
10.071254463101154,34.468797123536824,0.0
16.703236406712342,33.092730598296384,0.0
46.5643442798614,4.308862721819329,0.0
196.96867061488297,75.50545424790177,0.0
79.40613151219071,58.13384757757808,0.0
24.062252982444665,5.049185295313274,0.0
26.633115969228992,67.38793030149033,0.0
81.93178469957296,66.43962711867857,0.0
67.08068035599825,16.723206980741345,0.0
190.89710569103897,2.2410210951584575,0.0
192.86879010768646,30.954115594805376,0.0
176.15590318695112,37.13570459498129,0.0
72.0513491879615,81.53474679755769,0.0
35.262805106293314,86.50193739602,0.0
70.243105755811,46.87374789075671,0.0
34.888142824871025,64.076841088003,0.0
37.226489067097354,11.628185259745539,0.0
93.7354409752503,55.311365204880566,0.0
192.80503276711505,95.35203552026775,0.0
52.13811773764419,70.11357685692847,0.0
70.5500314683162,19.99794934988577,0.0
84.53051426995097,71.9615635158499,0.0
83.85715492783706,45.17479548213728,0.0
92.36340374756828,58.64901486674542,0.0
52.529854014139076,61.73368197731145,0.0
142.1821148344662,91.82721167471003,0.0
53.333119557608285,9.914236290644718,0.0
67.87900463431076,17.484450663191097,0.0
52.774108743706826,7.7582543308706065,0.0
77.40754338385787,49.99389483476562,0.0
110.38765404091251,7.545263715516704,0.0
17.748421963483363,97.78240392503912,0.0
45.866111672411634,49.19345809055666,0.0
18.82242854452314,6.941711842252419,0.0
179.0600208308828,7.802371100389982,0.0
179.85653158891023,45.104630472749626,0.0
192.34349759818275,65.5918684882792,0.0
112.9813872250087,3.4975532340313253,0.0
148.8838536287738,28.63710929069938,0.0
181.57147021965352,0.9741707631896079,0.0
74.00321915995647,62.610614275772946,0.0
178.8219027464845,69.2867311671646,0.0
165.24973359645756,19.37522440319317,0.0
11.101588271383722,56.597625507954284,0.0
129.87696917186727,9.25344099770873,0.0
122.88743574868488,39.47704594289867,0.0
32.48376412794383,30.95602565167891,0.0
106.71508562826757,82.1445735860157,0.0
195.28104486657384,24.199191025504906,0.0
149.78861377051152,80.81897302736319,0.0
182.88944204989997,75.54611291269015,0.0
147.47468109464572,82.4950292730501,0.0
33.004335526790854,68.5593561137294,0.0
104.71429459057934,51.345554482552714,0.0
126.10083241606948,36.86450354097832,0.0
118.47044646921357,90.00064560835047,0.0
65.83776158274352,78.469303287631,0.0
91.51257503368919,45.93264017602895,0.0
79.16726179006768,42.222600832851356,0.0
45.04052635731135,25.595303878277953,0.0
28.060432420898863,35.77294082295022,0.0
113.00548920476893,69.54125417604858,0.0
39.74716330230519,18.44274025221161,0.0
137.49503591305898,7.403326577124836,0.0
131.28380776660333,84.13339157829796,0.0
171.6427053186621,25.621415773552503,0.0
18.724533912784924,42.06611246916435,0.0
197.11079020065932,49.51572095660668,0.0
197.13240268463957,90.26682451881139,0.0
130.2453024150188,35.71824467717174,0.0
139.09094350897774,27.64532056692337,0.0
93.58451059982673,30.332728571955116,0.0
148.35155891796606,86.92005758088737,0.0
196.19462068567154,64.90854065316002,0.0
32.35787180757526,75.34683919589423,0.0
168.65332692427887,63.614116662152675,0.0
50.696924559786204,31.851171495086707,0.0
160.38356988198728,74.667511289967,0.0
87.43538120781787,23.727171917469757,0.0
48.13927184538762,23.692260719064052,0.0
20.43853784233647,50.23192583209354,0.0
199.10327025828386,9.961870988057731,0.0
153.7328649268783,50.01915017399158,0.0
145.98478928125098,0.2910536534459718,0.0
162.43447262952003,22.664910455786334,0.0
174.45200739945366,79.88505261864731,0.0
138.06331130885937,70.87018049940887,0.0
171.00816427106747,56.51199630278639,0.0
51.39518796321356,14.874047650670741,0.0
68.28946004651218,47.297977941764415,0.0
155.3638008542571,16.621866259938944,0.0
116.94748218852449,70.22782509097256,0.0
20.374671324018557,64.60009006621745,0.0
103.37146076213455,16.800879213724308,0.0
199.59757867531218,65.6532697170467,0.0
55.37346791048685,2.737731496686524,0.0
12.297259009547833,57.92915193363053,0.0
102.74876378835197,29.967981139249456,0.0
66.84472189488484,63.613236359783,0.0
62.41618618994214,42.74581417487254,0.0
162.8943409163799,79.51106898017993,0.0
77.62778193274995,27.45629628613573,0.0
189.53846166429594,92.64274657415763,0.0
135.49278862051838,5.96849592162727,0.0
27.808391774409948,67.09201294630809,0.0
79.09908697502479,71.74139977236713,0.0
140.82120071178625,58.63955143299374,0.0
155.90340163346215,44.135963866428355,0.0
190.7592802879135,47.337399156202366,0.0
85.62332976941556,98.07656064999945,0.0
155.08429209408018,58.4979069641971,0.0
131.6409466061119,56.75877664108594,0.0
170.25381263524378,34.59716633563752,0.0
187.1922365010853,52.17630223081263,0.0
45.431053030381996,69.43855660913422,0.0
92.85207026130892,46.19895721061086,0.0
170.69948968343425,60.3660982778785,0.0
194.84350039134696,34.23388050906917,0.0
92.86721381921015,67.3125502256517,0.0
175.06241292593307,91.51271757842733,0.0
87.38368364286934,32.54847317961052,0.0
144.68537963942646,1.3040511908799512,0.0
128.01705865507753,20.74899546542781,0.0
86.65347373036258,95.44892175890813,0.0
29.33663683646788,36.517185833612274,0.0
29.377755768761425,13.564107722041186,0.0
152.75935835646717,35.42399141925059,0.0
119.12473248458058,83.59791297813901,0.0
111.60642412966453,11.112365377512534,0.0
144.89160708779437,37.14119334872974,0.0
150.34642535965327,86.54161288199678,0.0
182.79988436226438,47.24979093794446,0.0
154.95715372795692,9.171603994875987,0.0
20.57901640495643,98.19624441190989,0.0
157.44337531996425,52.081347832034076,0.0
121.7863983442335,73.09618577832391,0.0
42.34120139240907,59.067248549747084,0.0
59.307711964248774,7.7454476513186155,0.0
61.64600994000242,56.976473584530375,0.0
51.48503694259134,64.38603415655514,0.0
76.34192932234387,6.112376524182805,0.0
68.27381463460263,92.9822212893134,0.0
93.44375685991608,84.4129197179775,0.0
25.773336746075802,38.80681300974277,0.0
48.61822904399362,88.10923750387254,0.0
186.552960130144,54.96121977252913,0.0
141.69385482074543,49.73686550776103,0.0
102.74230744716985,59.16434568598535,0.0
2.0790948045401603,82.78320526593238,0.0
193.93103167331242,16.664294787005772,0.0
47.95107414909141,67.03208156585524,0.0
39.76497740967415,60.03014798305508,0.0
151.94429422505593,12.066869455605278,0.0
21.33760873733781,23.806803535609756,0.0
183.4522766857856,10.989272085770562,0.0
10.854004528164651,52.57119328539272,0.0
124.97370101092278,17.45192478327158,0.0
165.5036869026185,35.52543587046566,0.0
143.79552316692556,79.68450123895946,0.0
45.41894359584471,9.083472555453875,0.0
88.98687343912364,34.82569513427529,0.0
53.60931575163934,62.65833105620432,0.0
69.72699435038069,43.58059861601657,0.0
20.913610912353995,78.92805180270118,0.0
161.44906622289434,43.945915996929095,0.0
176.89090630988127,36.64805155752765,0.0
84.8620281076131,30.553643630340588,0.0
20.57377618904517,38.47346964671235,0.0
111.83892841374549,59.43932119628042,0.0
151.6401745523361,79.56723260661745,0.0
56.62921389441229,35.97219273958876,0.0
143.0259403976516,29.862901570966326,0.0
164.02393758595747,15.039139850320794,0.0
14.863913084993285,0.24358068666524568,0.0
100.47138336053997,92.00005721540938,0.0
8.35079925099822,87.59574567115898,0.0
22.768608336779252,52.10567194556809,0.0
20.112907643545054,28.60969447621432,0.0
12.278141692534117,9.809055666672927,0.0
184.61341702059516,78.26956266097426,0.0
1.4381011008573141,2.414871523532125,0.0
72.0072855668253,36.13652050893469,0.0
71.46601146191342,81.59955200912592,0.0
50.7911153413618,1.4495516219673266,0.0
75.22306974447272,14.338675953536095,0.0
129.8906864591499,77.87575149519708,0.0
165.24425420876105,56.69201247366683,0.0
68.05072912947932,56.66921601173575,0.0
172.41353981013287,84.83028153440334,0.0
179.7097897721279,40.592775456030886,0.0
3.71333096144153,48.39012644289705,0.0
73.75450426305399,20.273625962965834,0.0
47.81921848022081,72.36025857972656,0.0
111.53720587186093,2.5008826521863647,0.0
87.06451075699053,30.74683833233759,0.0
35.260933474610255,65.30841871352632,0.0
148.2501376919662,40.683005161564786,0.0
7.106585811383637,45.82154852211844,0.0
183.09315866163902,55.81075979553276,0.0
163.8773786056941,89.61078657510522,0.0
188.3879050195994,39.406459584959144,0.0
61.51172911874019,35.54242967849057,0.0
155.87818014814417,28.228587192349764,0.0
64.24340697694011,83.22430510844306,0.0
179.37408063280552,65.76901650149438,0.0
93.31569494899571,34.57141623878452,0.0
113.62561793394319,86.62231786804982,0.0
25.307867082742042,92.76633834648929,0.0
161.00693506188887,14.02386974087082,0.0
27.859093053504004,84.27684342934153,0.0
62.09736815812747,73.1837979611846,0.0
81.72838690590736,37.59626285488604,0.0
92.60470512376979,57.242423496825204,0.0
91.20155361146969,48.80462006650291,0.0
38.05212429299449,76.3754666476277,0.0
75.54653028922638,2.1223848567280768,0.0
50.1298715974289,44.92037449072826,0.0
122.29707641035606,97.75540809473297,0.0
35.50048254771738,85.40339689855013,0.0
163.54561366302062,90.58444183418092,0.0
160.95737953651778,48.27023938572711,0.0
125.58676561059255,60.750921805089085,0.0
26.296835376858052,68.43055863226036,0.0
170.5160338549864,36.53195082097393,0.0
142.59653210226355,78.03522501155888,0.0
6.722595627829198,72.74388918952806,0.0
103.28430107065122,67.47044995102644,0.0
168.75396793259785,49.54797095764386,0.0
92.96453333557173,69.01062650045307,0.0
71.49119364306674,44.477870671804844,0.0
195.64350571351267,35.91817642458258,0.0
8.168004435117915,46.68486612090946,0.0
117.6912514463732,34.29861725147186,0.0
63.37703704170894,74.98521414561593,0.0
131.84572680696002,94.63001300718024,0.0
80.9242725099462,6.618090167675272,0.0
95.87937848013092,50.340894044821816,0.0
100.36386300318973,19.905962509858576,0.0
